session_id,total
045P931K027AAPx3Tn6utnCI,N/A
696d51837442b265ff06121c,N/A
696d518586ad8fab27d549f2,1:44
696d518aba10d515823f8b11,2:55
696d518bb647a71b92468702,2:31
696d518c1a69cf6e0957e8c9,2:14
696d518e4d988a2cbce12cd5,2:22
696d518d42381fca0d2ac34c,2:57
696d5197f4212540260f9bf4,2:15
696d518e64d7d8309bb4597b,1:59
696d5190ec3838336f459685,3:23
696d51984b14c2160fb21b7d,2:11
696d519c8512bd381176b291,2:07
696d519b103d8f2f8ee3ff8a,3:01
696d519ca36b549b4e94f51a,1:53
696d519fc2af63fd7d379560,1:52
696d519f74723da0e93ef9e7,2:00
696d519e153b3f562194f1d5,2:09
696d51b476a5b98134bf80e7,N/A
696d51a7fb9268cda89816f6,2:23
696d51a57f148ee76916cab1,2:10
696d51adafb380b690d9fa67,3:36
696d51b53ae07f55e2a36459,3:10
696d51b69e2b5f1724463258,2:34
696d51b8a65b332349a41f3c,3:05
696d51c84c1fc65251ca3767,N/A
696d51b9e92549b346fd1b1e,3:06
696d51c0a690dfbe931715fc,2:56
696d51c9e3f14b90db9eb5da,2:53
696d51d306b22e9c10d9e254,1:47
696d51d24aeeca15d2e7c055,3:46
696d51d4fb9268cda89816f9,2:41
696d51dae42d088a38fa7a64,N/A
696d51d5f2b1918f8ddc20d6,2:29
696d51dcd2c3e87be22a75e4,2:21
696d51dd2803821ff9897447,3:18
696d51dd95bf767459ac35e9,2:32
696d51e6f2617d952681dafd,N/A
696d51e56989605f9a3d58a8,N/A
696d5202e034f3a273887f81,N/A
696d52088f3bd012688446de,N/A
696d51f66575d12dc0ea6d77,1:55
696d520afe73d66f452aad77,N/A
696d51fccc6ecc089fc3c556,3:01
696d520957486d60e8335575,1:53
696d52114c1fc65251ca376d,1:50
696d520f302cc68ae59444dd,4:09
696d5210a81c5b6952c93d33,3:04
696d5217f03a4a5366c932bb,7:39
696d521eb14487e6d24b369d,2:20
696d52115f3bcefcf3609a3c,2:14
696d5221103d8f2f8ee3ff8f,2:43
696d5239044a92c1381066ae,1:50
696d52220cff77cf31838947,2:45
696d523b1ed5ffd816904fe6,2:42
696d5242a94cab4deb9b0471,2:09
696d52418cb0526e5ff66104,3:55
696d5242d71524962460f817,2:01
696d5244983a88391deea3c5,2:31
696d52432ef2f580e7ea5263,1:49
696d52471bdb3ba15133ceb1,1:54
696d524f38a6cde20acec605,2:07
696d524b1fdaba6fcf3febdc,2:15
696d52539fca18d0cb5a00db,2:52
696d5259fcfb0443e1c8ef5e,N/A
696d52546210c3448a6080aa,3:05
696d5257c97948fac690b15a,2:12
696d525cc255e954921e834f,2:23
696d526158ff60ddf1aaec1f,2:31
696d526390ca876063a49620,2:33
696d527088cb308ee8726f48,N/A
696d52693ae07f55e2a36466,2:37
696d5283f8d35baa6832843b,N/A
696d5277fda95a6ae274afc1,2:48
696d5288b78edb72ee1927ae,1:44
696d527bcb09922b7094337a,2:21
696d528b736db0f260738884,N/A
696d528a1816367634ed57d9,1:55
696d52954aaafd0ceeca3181,4:59
696d529cb4128d815732ca2a,2:43
696d52a6a31b435a42f96e92,2:07
696d52b4d00e1bff7354bfaa,N/A
696d52ae73dba571640afbdc,4:54
696d52ad326d2b31dbc04835,2:36
696d52bc1f46b3f7e775668c,N/A
696d52c2e034f3a273887f8f,N/A
696d52e2d49b54ca65e36e47,N/A
696d52cd6cc9b683e025791f,1:39
696d52dcc78b0412dac2c421,1:49
696d52c1ac9dbf18cb58aba1,2:35
696d52de4a44d8cefe9b63d1,4:29
696d52e671703c8225e96aed,1:59
696d52e719023712a701620e,N/A
696d52e7dede1159e4d20cf5,N/A
696d52ea4dea12223f845395,1:55
696d52e9c6a6077110bdde8c,3:23
696d52ea78d4620d959b02f2,2:06
696d52ed4aaafd0ceeca3187,1:56
696d52eee016d9585133c577,2:13
696d52f076a5b98134bf80fd,4:17
696d52f0e0deff0a871c5aea,1:40
696d52f68b5cfc3f6cf21195,3:17
696d52fa9891fd3bd8d207d7,1:49
696d5306fbbdfdfc44c90458,2:15
696d530dc9461058ca171246,N/A
696d5352782d7306e92ae0ab,N/A
696d530c0a3806843dbdce01,3:15
696d53432f68c0bc2baee98e,7:57
696d533dd4666a80ade18cd6,2:40
696d5325e42d088a38fa7a76,4:45
696d53423ae450043bf6613b,2:42
696d5353736db0f260738894,N/A
696d5374fa0ca4f583e9775d,1:50
696d5356c97948fac690b16f,3:24
696d5377776a594fd48054ec,N/A
696d53764c4c922646972616,2:41
696d535ddede1159e4d20cff,2:24
696d53581505f809e4bc71c2,3:05
696d5378fed70e2bdac321c3,N/A
696d537a75f56b1c0ffd6ffa,3:31
696d537be007b1135c8c4c9a,1:44
696d537b008e9faac6c97346,2:02
696d5386cac89b5f91ada97a,N/A
696d538390e7733bf5d7625d,2:00
696d5381e016d9585133c57c,6:19
696d53a849612a533cb57f03,N/A
696d5386e9bf634514468687,2:12
696d539afe0fca6977f35a7b,2:45
696d5392d54c65c3bc2ad40b,2:59
696d53954c4c92264697261a,1:50
696d53a83611ffcf7dfbe474,3:12
696d53bba3a3cee19cda04dd,N/A
696d53c07d9480e7c96f088c,2:54
696d53cd58ff60ddf1aaec38,2:31
696d53c276a5b98134bf810b,5:31
696d53dd234bee09d8adeebd,3:49
696d53eac21961fbd9edeae3,2:53
696d53e0f7a0dd22b81d2827,2:14
696d53f23501e779c50e5207,N/A
696d53f78512bd381176b2c1,3:29
696d540c817b6ad4ffaee9c7,3:16
696d53f997a1d09cf8d3db37,1:48
696d53fb47424ddb5db2cdbc,2:43
696d54127d9480e7c96f0892,2:34
696d540d332e7dd66adf38b4,1:46
696d541e973b2d27b368604f,N/A
696d5427306e5a4261b62d0f,N/A
696d5429c255e954921e8372,5:27
696d54220f02a7efba991f6a,2:21
696d541f813adbf2cf9afbaf,1:50
696d543864572e53d69ea056,4:13
696d545af5fb07726b96d01a,N/A
696d54731816367634ed57f5,N/A
696d5487991b3e04175a2937,3:44
696d54891f46b3f7e77566a6,2:45
696d548d4aaafd0ceeca31ab,2:12
696d548c51b25aee21c3c1ed,2:15
696d549d9ee89237a9df2b79,2:28
696d54a9cae83cbefb0728b7,3:03
696d54c5403ae06aed827349,3:26
696d550efc20a71e39a72a77,2:42
696d54c34dea12223f8453b0,3:14
696d550bc255e954921e8384,2:08
696d551c57486d60e83355a5,4:15
696d551d4d988a2cbce12d29,1:54
696d55a47af14377dbef9e25,N/A
696d55bd741d481ba67dfc5f,N/A
696d551f306e5a4261b62d26,1:59
696d5584a690dfbe93171643,2:31
696d55884dc3bd0b0e6a8898,3:55
696d55e6f6c7c4f7400b6f31,2:21
696d55f75205b5940ca53de5,N/A
696d55ff9122fcb9b7d212b8,N/A
696d55f6c97948fac690b30c,2:28
696d55f53108de14c51ec844,6:07
696d5600fd9d5f1bef53f2fd,5:30
696d55fda52225f265d5c513,2:42
696d56152f08b67b298446b8,2:16
696d56680b9d7d424c5a29a5,3:07
696d567f81f2eb8ec3a41b01,3:19
696d56854b3e33753fc8c495,2:16
696d56916cef8304af25743e,1:56
696d56b9e0deff0a871c5b19,7:49
696d56eb2f68c0bc2baee9c6,N/A
696d56f0ac9dbf18cb58ac09,1:48
696d575d81f2eb8ec3a41b14,4:52
696d57c71870ff2234549162,3:07
696d5708ea72f977345a27c1,3:56
696d5759e7cd0e2e99657330,2:40
696d57f3e4540c7703f2dce0,2:14
696d576dc78b0412dac2c4b4,3:26
696d58611870ff2234549169,N/A
696d58018aec5d6a8d3f6d9d,2:11
696d582c19d7360e820724e2,2:09
696d5837e73ac3fe96f6c204,1:36
696d58537f148ee76916cb4b,3:41
696d5942e8a533624e5f6e28,5:28
696d59d936aa54592f9de994,N/A
696d59ccf4212540260f9c91,2:27
696d596a390be69eb7f6da57,2:12
696d59617bd7e159f3c8872c,4:27
696d59ca753b07e27a0afdbe,5:11
696d59f8226fe03a4a361eac,2:55
696d5a347488b71b384c3b06,2:10
696d59fe8585981a8b357cf0,1:56
696d5a47ae246e08ea84567a,2:48
696d5a3ea1c0ac861b0760ec,2:05
696d5aa090e7733bf5d762d2,2:03
696d5a54f8fa90c65a3798eb,2:58
696d5ab507906844239f1569,2:14
696d5ac5ba4e05525968e0e4,3:29
696d5ad42fee0396cea9561b,N/A
696d5afe9523d25633961aef,2:33
696d5b297bd7e159f3c8873d,4:36
696d5ac8a3a3cee19cda056d,2:11
696d5b84cb553399b6040c79,2:26
696d5c9ce91b68c011cbe1d6,N/A
696d5babec9ab9f3e40e5f46,2:02
696d5c1e188ca9e471fbe0cb,3:44
696d5c24f03a4a5366c933bc,2:12
696d5d104c4c922646972683,3:14
696d5ec275f56b1c0ffd7080,N/A
696d5f48ece75e862fc94bb0,2:29
696d5d946379513dbc6e869c,4:03
696d5f6906b22e9c10d9e34b,2:15
696d5f7cfa36e6e9310b6e15,2:33
696d5fe2676356af6a881ca7,4:49
696d609017bf09cdcc6ed314,4:03
696d614ce662153b9e6d6169,N/A
696d60e8407b062362ca433b,3:28
696d61355c479bbfa732c989,2:01
696d660dc97948fac690b45a,2:35
696d62dee8cb32919efa871c,3:29
696d62ff2d65f880feea5456,2:19
696d6636b81cc02e7720bbfe,1:49
696d69d794078ba900852b6c,N/A
696d66e5498f0385786111a1,2:31
696d68956989605f9a3d5a27,2:16
696d6d08ebd64203700d2220,2:29
696d68f5c9d44fdb4020b760,3:07
696d6fa34d988a2cbce132f0,3:45
696d742548bc196ecc686231,2:22
696d7b5cf2b1918f8ddc2421,N/A
696d7488ee5f307f15214957,3:42
696d79f9d2afeb90da46334b,2:20
696d8ca5ddc3659fa55ee6dc,2:00